zip-code,avg_sal_zip_code
2243,18847.33
2340,18847.33
1404,21601.8996520445
1860,18847.33
3560,18847.33
1910,18847.33
6717,25516.0367605384
6741,18849.11
2920,18847.33
4102,14612.9643672109
6780,22835.6071654972
4877,22858.9189618434
6987,17006.6269443393
6020,13746.0680191964
4550,24147.2469659604
8551,20026.0537864581
4050,24650.181635579
1350,20739.9988754036
4260,20259.8337740573
1331,23578.3437328389
7880,19884.5373609088
8510,20026.0537864581
6997,18849.11
2910,18847.33
1852,18847.33
6140,18849.11
6830,17118.2407499539
1341,20524.3168964746
4760,18049.3046315982
3220,18847.33
6687,18140.9754814004
2470,18847.33
9680,21204.1738738454
6031,13746.0680191964
6182,15904.3714972594
6180,15904.3714972594
4347,21257.9105317164
4683,17952.2073262852
4453,20523.4806995231
7760,18849.11
7061,18081.3669711011
3078,18847.33
6850,16831.5095011128
6540,19669.9996837401
6637,19077.9369383355
6238,20065.2002770854
7611,18045.445756705
1750,18847.33
6762,18039.6623560533
5550,16237.9231019775
9681,21204.1738738454
6680,16603.4930291411
7522,18082.5351076242
6953,17679.2238811063
6200,14441.7707348323
6660,17686.664148262
5555,15943.6258804283
6630,18300.8560366182
6887,17576.1917161916
5140,19697.8626992925
9570,21204.1738738454
4210,21452.7446011526
4537,21756.1096048632
4218,20679.5378579255
1742,18847.33
4170,17365.0938398814
6769,18285.668544484
1342,20524.3168964746
4317,22207.858991874
6730,19278.1584635053
2223,18847.33
1367,20472.7846808186
9971,18847.33
4252,21347.0419666475
3391,18847.33
4631,18847.1565997653
2382,18847.33
3570,19407.8313149444
1460,21337.3304082219
1502,18847.33
4160,20560.2790138161
9667,21204.1738738454
8904,19247.8428592656
6852,16831.5095011128
6010,13746.0680191964
7387,19101.4893944099
7012,16636.717607392
7321,17273.2345291934
9185,18847.33
7830,21436.563805702
1982,18847.33
1541,18847.33
7943,17349.9997529538
6221,16636.3583245142
3051,18847.33
6666,17686.664148262
6927,18616.4490790012
7802,19227.3122235031
6110,21778.126372878
6440,16336.6341998497
6747,18849.11
6536,19743.0717527035
6240,12260.5657396713
6706,22235.3261005286
7322,17273.2345291934
4120,25114.2413781698
6922,17636.9719079794
5332,21234.9764019746
7730,17518.3190545145
9991,18847.33
8432,18847.33
5360,19140.7231531776
6181,15904.3714972594
2812,18847.33
5620,17571.4615329309
7862,17543.9607398912
4162,20560.2790138161
7332,18006.2479631211
3053,18847.33
8433,18847.33
7540,18082.5351076242
6661,17686.664148262
9190,18847.33
6951,17679.2238811063
8647,18847.33
4621,17796.1724117288
7390,14457.0590464108
5022,18824.9289648395
4351,21195.7872052914
5081,22323.7837240035
6972,18716.4426123596
4987,19811.7277410208
2491,18847.33
7971,17749.5402880512
3071,18847.33
6043,13746.0680191964
5542,15615.3244215426
7040,19876.9844242424
3550,18847.33
1476,22497.4454164524
9552,18847.33
1357,19500.223402854
3940,18847.33
7742,18021.0010657872
5336,21234.9764019746
6832,17118.2407499539
5370,18346.637284705
7804,19227.3122235031
5003,18824.9289648395
3945,18847.33
7803,19227.3122235031
5660,15746.3290793467
4801,14758.0093704106
4990,17868.0183664336
3401,18847.33
8691,18847.33
9980,18847.33
7812,19227.3122235031
5575,16334.8823258813
7973,17749.5402880512
3212,18847.33
3450,18847.33
8690,18847.33
3980,18847.33
2040,18847.33
1673,18847.33
5031,21069.4796388815
7801,19227.3122235031
4860,17352.6437480656
7618,18045.445756705
7350,16476.8257585049
7022,16636.717607392
6970,18716.4426123596
6142,18849.11
6567,16703.5485042735
1401,21601.8996520445
3460,18847.33
7542,18082.5351076242
5032,21069.4796388815
5574,16779.8015277929
2280,18847.33
5376,18346.637284705
8531,20026.0537864581
2350,18847.33
3950,18847.33
5576,16779.8015277929
5680,16363.1091784512
6590,14867.1664920486
4458,20523.4806995231
4122,25114.2413781698
7643,16578.4461835624
4190,20066.3959268877
7620,17572.5657250587
2480,18847.33
3202,18847.33
5650,19341.634034878
7520,18082.5351076242
5670,16282.396241587
3660,18847.33
3321,18847.33
9473,18847.33
8511,20026.0537864581
3380,18847.33
4980,17921.1997884841
3806,18847.33
6500,17343.9868639218
7133,16974.1369137168
4750,17834.74
3294,18847.33
3454,18847.33
9472,18847.33
6460,16008.457709233
6596,14867.1664920486
4602,17908.9497740712
2531,18847.33
7062,18081.3669711011
6560,15545.8311165632
5502,16755.2122805443
5364,19140.7231531776
2990,18847.33
7320,17273.2345291934
1851,18847.33
5351,18660.1664255154
7031,16636.717607392
4710,19420.2041985256
1670,18847.33
4681,17952.2073262852
3472,18847.33
7503,18082.5351076242
5543,15615.3244215426
5541,15615.3244215426
5544,15615.3244215426
5522,18018.4574860681
5520,18018.4574860681
6698,16872.1364481359
7972,17749.5402880512
6663,17686.664148262
7502,18082.5351076242
4263,20259.8337740573
6470,16836.9401272424
5024,18824.9289648395
6671,16310.2297053919
3511,18847.33
3061,18847.33
3582,18847.33
6211,21035.6081366853
4670,20666.777861358
7622,17572.5657250587
6929,16464.8217727931
8890,18847.33
3930,18847.33
4253,21347.0419666475
1761,18847.33
8908,19247.8428592656
5621,17571.4615329309
3830,19407.8313149444
6971,18716.4426123596
9111,18847.33
4730,21136.7000147902
8851,18847.33
9112,18847.33
8582,20026.0537864581
4821,12659.6257535234
3473,18847.33
7783,15639.9113550781
4181,18691.9206786271
3201,18847.33
8906,19247.8428592656
8755,18847.33
8554,20026.0537864581
2380,18847.33
9881,18847.33
9042,18847.33
4861,17352.6437480656
9992,18847.33
5340,21215.7589428413
